ENST00000628983	NM_012234
ENST00000419965	NR_033930
ENST00000365608	NR_046946
ENST00000412772	NR_117097
ENST00000429962	NR_027052
ENST00000434411	NR_027058
ENST00000630554	NR_106997
ENST00000365272	NR_003211
ENST00000384713	NR_001276
ENST00000549354	NR_026828
ENST00000511951	NR_133945
ENST00000510785	NR_046622
ENST00000499948	NR_038920
ENST00000401172	NR_030624
ENST00000581299	NR_036189
ENST00000634643	NR_125397
ENST00000328819	NR_001533
ENST00000328819	NR_003591
ENST00000312753	NR_002328
ENST00000361928	NR_104033
ENST00000569711	NR_125946
ENST00000582054	NR_102696
ENST00000579075	NR_039793
ENST00000408856	NR_031594
ENST00000580767	NR_036171
ENST00000577367	NR_036089
ENST00000384662	NR_002960
ENST00000520902	NR_033893
ENST00000438266	NR_120665
ENST00000553639	NR_002808
ENST00000467529	NR_072984
ENST00000467529	NR_072986
ENST00000467529	NR_072985
ENST00000534991	NR_026845
ENST00000439928	NR_104595
ENST00000453010	NR_024366
ENST00000588074	NR_033983
ENST00000547774	NR_110019
ENST00000549864	NR_110020
ENST00000637710	NR_027028
ENST00000340135	NR_026564
ENST00000534640	NR_026541
ENST00000409072	NR_028347
ENST00000420918	NR_036496
ENST00000318186	NR_015359
ENST00000621322	NR_106752
ENST00000385138	NR_030231
ENST00000636300	NR_036159
ENST00000385042	NR_030277
ENST00000581787	NR_036061
ENST00000385085	NR_030258
ENST00000385005	NR_030198
ENST00000362842	NR_003294
ENST00000608214	NR_120580
ENST00000638110	NR_106817
ENST00000603538	NR_102684
ENST00000447194	NR_110223
ENST00000603888	NR_029396
ENST00000408051	NR_036268
ENST00000503167	NR_131226
ENST00000522525	NR_027007
ENST00000522525	NR_132780
ENST00000399751	NR_027027
ENST00000356347	NR_027481
ENST00000444986	NR_104117
ENST00000438065	NR_134240
ENST00000586458	NR_027239
ENST00000363970	NR_046947
ENST00000608395	NR_027037
ENST00000608395	NR_027038
ENST00000546170	NR_120456
ENST00000516060	NR_003007
ENST00000364617	NR_002748
ENST00000606665	NR_111914
ENST00000606665	NR_111913
ENST00000404891	NR_024014
ENST00000385001	NR_030201
ENST00000615402	NR_049811
ENST00000362104	NR_029846
ENST00000363768	NR_003352
ENST00000577547	NR_039854
ENST00000408876	NR_003048
ENST00000364915	NR_003140
ENST00000498240	NR_126069
ENST00000498240	NR_136686
ENST00000498240	NR_136681
ENST00000381811	NR_027277
ENST00000620587	NR_106982
ENST00000584700	NR_036062
ENST00000580969	NR_039881
ENST00000583200	NR_039841
ENST00000385134	NR_030182
ENST00000581624	NR_036228
ENST00000514871	NR_027073
ENST00000499006	NR_015430
ENST00000509455	NR_104602
ENST00000582178	NR_036243
ENST00000467409	NR_003087
ENST00000362237	NR_029975
ENST00000363040	NR_023372
ENST00000408428	NR_031698
ENST00000620733	NR_106917
ENST00000401111	NR_030640
ENST00000401360	NR_030594
ENST00000384787	NR_046933
ENST00000607845	NR_037439
ENST00000512873	NR_125921
ENST00000580728	NR_039864
ENST00000408463	NR_031627
ENST00000455438	NR_110412
ENST00000384888	NR_030221
ENST00000581604	NR_003065
ENST00000478176	NR_003678
ENST00000617442	NR_107006
ENST00000614393	NR_106972
ENST00000364587	NR_002983
ENST00000412270	NR_125963
ENST00000424895	NR_135287
ENST00000581627	NR_039713
ENST00000408136	NR_031566
ENST00000585012	NR_036251
ENST00000408703	NR_031590
ENST00000384793	NR_046491
ENST00000408707	NR_031682
ENST00000408139	NR_003079
ENST00000617673	NR_106902
ENST00000385287	NR_030349
ENST00000622851	NR_106940
ENST00000582636	NR_036070
ENST00000516768	NR_002999
ENST00000625151	NR_028064
ENST00000618842	NR_106846
ENST00000384989	NR_030195
ENST00000581016	NR_036186
ENST00000580577	NR_039656
ENST00000362252	NR_029894
ENST00000579784	NR_130468
ENST00000385041	NR_030312
ENST00000622118	NR_106881
ENST00000626714	NR_128708
ENST00000414054	NR_027098
ENST00000452834	NR_110632
ENST00000593118	NR_104134
ENST00000421931	NR_110633
ENST00000374983	NR_028337
ENST00000435075	NR_027100
ENST00000390702	NR_037494
ENST00000577768	NR_037463
ENST00000506255	NR_038290
ENST00000411092	NR_046929
ENST00000384344	NR_046495
ENST00000362150	NR_029873
ENST00000507035	NR_105050
ENST00000507035	NR_105049
ENST00000582487	NR_036095
ENST00000622788	NR_106933
ENST00000505663	NR_037895
ENST00000545526	NR_046579
ENST00000510956	NR_125907
ENST00000586421	NR_028339
ENST00000429621	NR_027065
ENST00000541243	NR_046559
ENST00000450640	NR_109860
ENST00000439707	NR_026955
ENST00000367563	NR_034131
ENST00000563261	NR_024399
ENST00000524283	NR_125417
ENST00000523557	NR_125416
ENST00000423629	NR_047005
ENST00000510907	NR_121681
ENST00000401223	NR_030627
ENST00000474831	NR_134526
ENST00000531609	NR_103769
ENST00000525043	NR_103552
ENST00000618928	NR_125423
ENST00000614177	NR_033987
ENST00000545784	NR_034132
ENST00000425388	NR_047465
ENST00000629595	NR_109836
ENST00000564585	NR_135293
ENST00000453425	NR_036687
ENST00000453425	NR_036686
ENST00000380008	NR_038876
ENST00000441531	NR_028389
ENST00000510456	NR_109945
ENST00000437322	NR_026742
ENST00000522365	NR_122034
ENST00000436670	NR_038232
ENST00000505700	NR_047504
ENST00000563416	NR_033914
ENST00000430356	NR_038284
ENST00000500025	NR_034027
ENST00000485320	NR_104629
ENST00000603633	NR_027457
ENST00000512675	NR_103794
ENST00000501387	NR_110072
ENST00000560153	NR_026869
ENST00000497328	NR_110991
ENST00000628780	NR_135288
ENST00000533716	NR_046343
ENST00000508933	NR_102713
ENST00000506085	NR_110232
ENST00000443837	NR_046834
ENST00000447975	NR_102711
ENST00000447975	NR_102710
ENST00000634326	NR_027408
ENST00000499762	NR_026971
ENST00000456519	NR_110603
ENST00000621103	NR_110997
ENST00000449177	NR_110227
ENST00000506039	NR_038460
ENST00000580942	NR_126169
ENST00000501938	NR_033932
ENST00000457478	NR_110228
ENST00000420230	NR_046606
ENST00000414659	NR_110565
ENST00000432735	NR_110566
ENST00000455567	NR_002776
ENST00000569832	NR_027242
ENST00000421927	NR_110567
ENST00000414407	NR_047012
ENST00000575424	NR_110909
ENST00000418539	NR_001568
ENST00000608435	NR_047512
ENST00000371417	NR_122035
ENST00000502071	NR_120556
ENST00000427208	NR_037191
ENST00000452176	NR_125957
ENST00000415082	NR_046843
ENST00000513309	NR_108084
ENST00000481904	NR_104467
ENST00000581999	NR_037409
ENST00000598042	NR_135233
ENST00000428656	NR_046540
ENST00000520838	NR_134245
ENST00000589796	NR_135646
ENST00000637333	NR_029584
ENST00000450920	NR_121664
ENST00000434657	NR_037179
ENST00000533046	NR_120550
ENST00000440444	NR_026949
ENST00000556964	NR_037933
ENST00000449086	NR_033875
ENST00000425974	NR_038434
ENST00000622420	NR_107000
ENST00000455307	NR_046786
ENST00000479033	NR_024581
ENST00000624893	NR_027240
ENST00000449837	NR_104191
ENST00000430589	NR_036475
ENST00000587877	NR_110792
ENST00000440494	NR_033883
ENST00000603487	NR_121580
ENST00000411615	NR_121618
ENST00000419220	NR_121619
ENST00000609841	NR_024380
ENST00000376620	NR_126000
ENST00000420529	NR_038239
ENST00000420529	NR_038240
ENST00000540802	NR_110877
ENST00000449034	NR_038404
ENST00000633457	NR_126346
ENST00000455744	NR_125997
ENST00000618685	NR_003061
ENST00000450938	NR_109806
ENST00000501122	NR_131012
ENST00000434703	NR_103738
ENST00000384994	NR_030343
ENST00000533232	NR_103737
ENST00000503496	NR_120329
ENST00000605573	NR_036497
ENST00000546508	NR_073454
ENST00000418420	NR_103814
ENST00000545400	NR_120471
ENST00000445339	NR_135116
ENST00000504012	NR_105028
ENST00000434996	NR_046623
ENST00000578025	NR_038412
ENST00000578025	NR_038411
ENST00000578025	NR_038418
ENST00000578025	NR_038413
ENST00000578025	NR_038417
ENST00000580022	NR_038414
ENST00000610972	NR_026759
ENST00000610972	NR_136310
ENST00000458615	NR_120516
ENST00000435388	NR_135062
ENST00000578662	NR_110807
ENST00000469908	NR_003574
ENST00000509893	NR_033916
ENST00000497652	NR_125393
ENST00000226094	NR_027751
ENST00000447380	NR_015399
ENST00000585863	NR_110837
ENST00000533531	NR_131246
ENST00000440790	NR_103448
ENST00000419035	NR_110207
ENST00000569993	NR_110916
ENST00000575034	NR_029376
ENST00000576252	NR_135633
ENST00000424075	NR_110919
ENST00000413234	NR_110236
ENST00000453529	NR_135129
ENST00000435560	NR_125401
ENST00000555108	NR_038356
ENST00000425902	NR_134456
ENST00000360656	NR_103768
ENST00000626916	NR_026643
ENST00000512262	NR_046840
ENST00000485218	NR_046645
ENST00000413510	NR_046551
ENST00000429167	NR_109815
ENST00000422727	NR_002145
ENST00000613413	NR_106773
ENST00000537710	NR_038933
ENST00000577408	NR_104127
ENST00000618517	NR_136569
ENST00000578803	NR_120419
ENST00000463318	NR_135624
ENST00000607733	NR_126021
ENST00000580330	NR_037412
ENST00000408439	NR_031706
ENST00000420171	NR_038918
ENST00000636800	NR_036271
ENST00000636800	NR_036199
ENST00000416310	NR_134497
ENST00000498255	NR_123715
ENST00000582839	NR_039792
ENST00000390224	NR_031582
ENST00000618314	NR_106733
ENST00000615217	NR_107019
ENST00000384815	NR_037515
ENST00000384815	NR_030347
ENST00000636572	NR_031721
ENST00000583292	NR_039638
ENST00000601250	NR_103859
ENST00000418244	NR_121634
ENST00000449386	NR_121635
ENST00000427268	NR_121637
ENST00000606878	NR_026775
ENST00000413175	NR_034180
ENST00000604724	NR_033863
ENST00000583494	NR_036155
ENST00000500009	NR_134236
ENST00000444158	NR_110157
ENST00000321214	NR_024347
ENST00000578683	NR_036180
ENST00000459623	NR_003687
ENST00000585138	NR_049886
ENST00000636365	NR_037417
ENST00000580651	NR_036248
ENST00000473595	NR_102265
ENST00000529783	NR_045637
ENST00000451644	NR_110197
ENST00000500537	NR_120563
ENST00000412294	NR_110196
ENST00000553105	NR_103860
ENST00000419800	NR_134622
ENST00000413324	NR_134619
ENST00000420251	NR_026751
ENST00000620148	NR_036750
ENST00000385076	NR_029839
ENST00000584644	NR_039673
ENST00000362511	NR_046945
ENST00000581823	NR_039631
ENST00000410139	NR_031736
ENST00000384820	NR_030339
ENST00000580680	NR_039921
ENST00000489074	NR_002226
ENST00000391196	NR_004399
ENST00000401216	NR_030634
ENST00000418362	NR_033990
ENST00000580665	NR_039743
ENST00000362161	NR_029864
ENST00000362423	NR_002576
ENST00000619733	NR_106870
ENST00000637066	NR_039633
ENST00000583252	NR_036190
ENST00000385290	NR_030322
ENST00000636558	NR_037489
ENST00000412425	NR_036537
ENST00000618984	NR_106843
ENST00000420427	NR_110874
ENST00000584693	NR_039728
ENST00000613016	NR_106922
ENST00000580915	NR_039636
ENST00000382225	NR_047572
ENST00000581357	NR_049849
ENST00000384996	NR_030283
ENST00000408874	NR_031678
ENST00000506388	NR_033971
ENST00000584153	NR_039824
ENST00000615588	NR_106875
ENST00000385267	NR_030373
ENST00000582372	NR_036088
ENST00000401376	NR_040032
ENST00000579518	NR_037471
ENST00000401258	NR_030616
ENST00000583520	NR_036231
ENST00000583183	NR_039647
ENST00000580810	NR_036131
ENST00000436413	NR_029374
ENST00000512637	NR_029373
ENST00000384987	NR_030282
ENST00000575767	NR_110915
ENST00000514506	NR_103773
ENST00000629058	NR_131907
ENST00000451675	NR_125991
ENST00000315707	NR_026951
ENST00000376800	NR_028032
ENST00000430592	NR_121197
ENST00000439539	NR_004431
ENST00000512916	NR_047507
ENST00000444985	NR_104145
ENST00000329684	NR_001533
ENST00000329684	NR_003591
ENST00000432910	NR_046099
ENST00000630987	NR_028506
ENST00000457171	NR_046685
ENST00000579745	NR_037584
ENST00000378340	NR_046200
ENST00000370257	NR_110634
ENST00000617296	NR_106757
ENST00000412479	NR_126470
ENST00000446562	NR_134520
ENST00000504876	NR_028509
ENST00000616360	NR_038381
ENST00000427337	NR_132374
ENST00000566533	NR_038839
ENST00000613747	NR_106993
ENST00000417473	NR_047499
ENST00000566297	NR_036490
ENST00000625876	NR_006880
ENST00000414547	NR_046556
ENST00000416989	NR_110398
ENST00000442166	NR_038910
ENST00000445865	NR_110224
ENST00000432377	NR_122070
ENST00000385215	NR_029844
ENST00000442464	NR_133647
ENST00000452528	NR_135760
ENST00000617912	NR_106836
ENST00000359906	NR_027786
ENST00000553584	NR_024149
ENST00000446950	NR_046732
ENST00000515782	NR_125924
ENST00000435328	NR_026995
ENST00000432414	NR_110294
ENST00000391250	NR_003073
ENST00000560066	NR_046417
ENST00000418970	NR_033997
ENST00000560285	NR_030728
ENST00000439464	NR_003570
ENST00000624644	NR_047040
ENST00000488785	NR_015392
ENST00000464842	NR_103474
ENST00000606915	NR_045126
ENST00000367865	NR_037163
ENST00000475631	NR_033823
ENST00000616974	NR_103810
ENST00000552534	NR_120491
ENST00000389861	NR_027674
ENST00000389861	NR_027673
ENST00000563754	NR_110918
ENST00000617724	NR_106895
ENST00000434176	NR_136537
ENST00000450996	NR_135524
ENST00000417559	NR_120661
ENST00000583027	NR_049803
ENST00000419144	NR_046780
ENST00000420725	NR_110390
ENST00000428207	NR_015404
ENST00000546793	NR_033854
ENST00000449259	NR_036586
ENST00000423663	NR_126404
ENST00000598170	NR_027003
ENST00000432141	NR_027695
ENST00000454741	NR_026963
ENST00000426969	NR_015405
ENST00000510551	NR_121640
ENST00000449106	NR_046852
ENST00000583761	NR_002181
ENST00000502344	NR_125911
ENST00000419813	NR_046220
ENST00000560696	NR_135682
ENST00000483481	NR_110724
ENST00000439189	NR_026712
ENST00000432275	NR_104117
ENST00000304751	NR_120455
ENST00000432244	NR_109870
ENST00000456638	NR_038357
ENST00000523118	NR_033830
ENST00000420928	NR_110615
ENST00000412114	NR_026793
ENST00000485055	NR_109986
ENST00000499291	NR_033890
ENST00000561513	NR_038233
ENST00000384957	NR_030359
ENST00000352083	NR_106721
ENST00000319701	NR_046249
ENST00000253838	NR_002175
ENST00000253838	NR_001527
ENST00000446299	NR_110413
ENST00000590963	NR_033982
ENST00000456265	NR_109868
ENST00000438318	NR_046653
ENST00000590100	NR_024434
ENST00000385000	NR_030367
ENST00000435636	NR_046539
ENST00000422052	NR_051994
ENST00000432995	NR_051993
ENST00000508743	NR_135674
ENST00000586223	NR_033892
ENST00000514926	NR_033962
ENST00000320202	NR_026946
ENST00000512559	NR_131245
ENST00000419296	NR_046110
ENST00000439438	NR_135306
ENST00000428794	NR_126385
ENST00000585765	NR_136397
ENST00000629558	NR_036638
ENST00000442411	NR_047551
ENST00000568256	NR_033371
ENST00000636310	NR_036055
ENST00000583311	NR_039767
ENST00000507486	NR_136203
ENST00000452354	NR_103730
ENST00000566439	NR_104655
ENST00000423496	NR_040662
ENST00000475393	NR_121674
ENST00000455228	NR_034162
ENST00000624044	NR_028287
ENST00000527209	NR_027257
ENST00000430125	NR_046526
ENST00000581696	NR_039646
ENST00000510805	NR_003675
ENST00000418821	NR_110839
ENST00000607575	NR_030281
ENST00000425474	NR_036679
ENST00000438239	NR_135656
ENST00000454385	NR_038461
ENST00000528549	NR_038440
ENST00000444745	NR_120514
ENST00000428824	NR_036440
ENST00000617506	NR_106935
ENST00000553692	NR_104192
ENST00000438290	NR_046514
ENST00000330539	NR_125821
ENST00000569736	NR_027755
ENST00000602414	NR_003584
ENST00000602819	NR_034010
ENST00000432236	NR_134610
ENST00000586556	NR_134887
ENST00000620784	NR_106990
ENST00000617436	NR_024280
ENST00000371743	NR_003604
ENST00000441722	NR_036658
ENST00000417721	NR_003606
ENST00000501381	NR_110104
ENST00000446884	NR_110388
ENST00000326677	NR_036659
ENST00000500394	NR_038857
ENST00000339094	NR_003661
ENST00000504989	NR_125810
ENST00000522575	NR_105002
ENST00000577198	NR_028334
ENST00000555272	NR_102737
ENST00000584361	NR_120518
ENST00000631292	NR_003271
ENST00000422718	NR_046662
ENST00000558940	NR_026897
ENST00000555156	NR_104063
ENST00000399206	NR_126498
ENST00000533506	NR_126499
ENST00000629828	NR_109831
ENST00000614952	NR_106943
ENST00000579945	NR_125391
ENST00000459662	NR_028288
ENST00000544251	NR_120451
ENST00000509932	NR_033976
ENST00000431650	NR_132378
ENST00000421157	NR_103777
ENST00000456198	NR_121605
ENST00000413833	NR_034026
ENST00000473565	NR_027856
ENST00000456049	NR_038994
ENST00000448859	NR_109866
ENST00000417931	NR_108052
ENST00000446290	NR_109769
ENST00000464960	NR_132273
ENST00000632992	NR_135670
ENST00000438684	NR_024322
ENST00000577189	NR_110808
ENST00000582846	NR_049808
ENST00000602361	NR_003051
ENST00000425914	NR_027120
ENST00000536780	NR_133001
ENST00000515487	NR_126434
ENST00000421505	NR_027982
ENST00000385084	NR_029692
ENST00000538405	NR_134996
ENST00000469935	NR_015340
ENST00000396059	NR_047554
ENST00000362196	NR_029886
ENST00000476385	NR_038455
ENST00000568302	NR_120411
ENST00000412108	NR_023916
ENST00000544283	NR_027354
ENST00000571348	NR_003276
ENST00000554753	NR_135155
ENST00000563777	NR_024348
ENST00000427276	NR_108097
ENST00000604954	NR_104632
ENST00000562821	NR_024443
ENST00000421870	NR_046593
ENST00000499425	NR_038236
ENST00000451713	NR_120646
ENST00000326734	NR_103536
ENST00000530897	NR_029409
ENST00000427451	NR_038896
ENST00000422749	NR_038899
ENST00000444046	NR_038900
ENST00000455354	NR_038898
ENST00000413818	NR_134501
ENST00000449346	NR_135584
ENST00000429892	NR_002809
ENST00000548010	NR_120618
ENST00000441139	NR_002923
ENST00000536835	NR_135221
ENST00000420691	NR_024160
ENST00000449363	NR_049718
ENST00000464682	NR_027365
ENST00000438899	NR_120616
ENST00000432782	NR_120615
ENST00000469887	NR_033807
ENST00000608917	NR_125801
ENST00000551399	NR_120470
ENST00000581873	NR_039885
ENST00000385059	NR_029970
ENST00000384886	NR_029685
ENST00000445508	NR_104605
ENST00000528584	NR_036443
ENST00000430373	NR_038951
ENST00000330551	NR_027129
ENST00000414156	NR_046817
ENST00000430820	NR_046740
ENST00000555562	NR_036500
ENST00000614287	NR_106944
ENST00000509950	NR_110805
ENST00000448407	NR_040247
ENST00000565342	NR_037608
ENST00000565342	NR_037609
ENST00000422231	NR_046716
ENST00000410719	NR_031715
ENST00000606752	NR_125732
ENST00000397346	NR_130748
ENST00000533253	NR_120587
ENST00000414797	NR_038344
ENST00000581168	NR_039934
ENST00000452320	NR_038343
ENST00000582543	NR_046091
ENST00000411616	NR_046689
ENST00000614319	NR_106958
ENST00000532562	NR_135110
ENST00000441418	NR_024627
ENST00000449391	NR_046836
ENST00000500498	NR_109975
ENST00000433228	NR_135631
ENST00000569815	NR_047567
ENST00000460115	NR_003108
ENST00000411904	NR_135132
ENST00000472323	NR_046877
ENST00000569142	NR_002314
ENST00000443997	NR_038310
ENST00000441613	NR_046668
ENST00000526976	NR_120566
ENST00000385194	NR_029712
ENST00000385056	NR_030178
ENST00000621888	NR_106880
ENST00000508564	NR_026656
ENST00000566930	NR_110748
ENST00000430133	NR_026715
ENST00000630602	NR_024074
ENST00000467536	NR_134493
ENST00000443939	NR_125943
ENST00000306853	NR_001554
ENST00000500016	NR_110071
ENST00000442226	NR_110078
ENST00000443092	NR_103450
ENST00000606696	NR_021490
ENST00000504474	NR_109818
ENST00000554808	NR_126382
ENST00000515617	NR_026655
ENST00000520993	NR_120517
ENST00000427173	NR_110722
ENST00000577791	NR_037473
ENST00000459725	NR_003932
ENST00000436942	NR_120623
ENST00000417290	NR_034141
ENST00000576810	NR_120311
ENST00000456105	NR_002929
ENST00000444217	NR_046730
ENST00000416432	NR_046633
ENST00000637229	NR_037402
ENST00000405395	NR_036685
ENST00000456273	NR_024616
ENST00000540868	NR_120482
ENST00000441841	NR_134925
ENST00000433133	NR_038844
ENST00000437991	NR_024463
ENST00000518947	NR_038831
ENST00000518947	NR_038832
ENST00000504861	NR_046114
ENST00000414938	NR_004428
ENST00000454307	NR_135614
ENST00000428301	NR_026755
ENST00000430756	NR_130730
ENST00000611830	NR_106897
ENST00000416218	NR_109963
ENST00000427140	NR_034147
ENST00000497885	NR_103482
ENST00000505122	NR_121639
ENST00000631278	NR_021489
ENST00000618081	NR_036647
ENST00000606050	NR_130763
ENST00000580000	NR_039751
ENST00000582950	NR_036195
ENST00000385025	NR_030241
ENST00000362287	NR_029595
ENST00000325660	NR_046851
ENST00000384847	NR_030384
ENST00000573259	NR_015392
ENST00000415637	NR_135799
ENST00000441882	NR_120519
ENST00000448513	NR_120520
ENST00000479094	NR_136235
ENST00000529675	NR_028328
ENST00000615671	NR_026891
ENST00000472655	NR_110124
ENST00000588634	NR_134909
ENST00000438248	NR_028492
ENST00000626335	NR_028390
ENST00000430401	NR_038870
ENST00000439392	NR_038871
ENST00000517704	NR_024378
ENST00000425156	NR_040100
ENST00000472514	NR_046575
ENST00000621699	NR_106911
ENST00000501702	NR_015360
ENST00000629462	NR_125930
ENST00000630918	NR_121644
ENST00000408363	NR_031593
ENST00000322220	NR_135295
ENST00000445682	NR_024448
ENST00000465215	NR_026934
ENST00000439008	NR_126361
ENST00000515306	NR_105053
ENST00000568279	NR_110917
ENST00000417975	NR_119375
ENST00000457273	NR_119374
ENST00000582643	NR_036255
ENST00000307548	NR_073536
ENST00000570470	NR_002169
ENST00000507983	NR_028414
ENST00000325042	NR_131935
ENST00000381348	NR_024355
ENST00000480237	NR_027345
ENST00000470091	NR_027346
ENST00000435531	NR_120629
ENST00000443055	NR_040513
ENST00000565575	NR_135838
ENST00000571689	NR_034082
ENST00000494171	NR_110620
ENST00000505626	NR_024423
ENST00000479589	NR_026598
ENST00000400982	NR_036683
ENST00000411690	NR_126387
ENST00000494540	NR_003086
ENST00000433546	NR_109805
ENST00000632077	NR_026770
ENST00000519981	NR_105005
ENST00000519071	NR_117102
ENST00000518376	NR_117101
ENST00000579822	NR_039895
ENST00000522302	NR_125389
ENST00000550287	NR_110092
ENST00000440574	NR_046452
ENST00000601567	NR_136528
ENST00000499670	NR_026914
ENST00000428191	NR_046837
ENST00000564305	NR_135195
ENST00000481624	NR_110017
ENST00000518540	NR_039986
ENST00000503269	NR_104630
ENST00000435981	NR_120521
ENST00000332558	NR_046323
ENST00000439525	NR_046505
ENST00000426471	NR_104061
ENST00000636210	NR_135551
ENST00000442852	NR_134610
ENST00000568030	NR_126397
ENST00000480067	NR_135556
ENST00000528056	NR_028062
ENST00000550177	NR_135028
ENST00000427796	NR_038280
ENST00000423737	NR_122046
ENST00000423033	NR_034167
ENST00000347538	NR_029676
ENST00000412181	NR_135126
ENST00000562202	NR_110777
ENST00000429949	NR_103843
ENST00000409786	NR_027433
ENST00000421051	NR_109961
ENST00000313303	NR_126523
ENST00000436872	NR_126373
ENST00000435331	NR_120602
ENST00000568486	NR_026859
ENST00000548819	NR_110002
ENST00000430375	NR_133663
ENST00000585484	NR_110825
ENST00000610578	NR_111950
ENST00000561916	NR_102400
ENST00000509964	NR_125919
ENST00000627071	NR_130107
ENST00000624314	NR_103558
ENST00000560798	NR_051979
ENST00000635840	NR_031737
ENST00000310771	NR_036569
ENST00000497017	NR_134324
ENST00000501965	NR_125922
ENST00000456532	NR_125365
ENST00000500527	NR_038927
ENST00000433186	NR_046816
ENST00000433595	NR_046680
ENST00000525984	NR_104155
ENST00000385020	NR_029973
ENST00000384889	NR_029638
ENST00000556166	NR_103801
ENST00000400831	NR_117092
ENST00000400706	NR_024540
ENST00000400706	NR_130745
ENST00000582957	NR_026756
ENST00000488393	NR_038190
ENST00000567452	NR_002818
ENST00000426361	NR_023392
ENST00000585538	NR_002773
ENST00000392227	NR_024562
ENST00000422946	NR_046570
ENST00000504074	NR_026823
ENST00000633321	NR_125423
ENST00000562573	NR_135678
ENST00000495520	NR_026773
ENST00000547633	NR_110095
ENST00000590421	NR_125749
ENST00000591313	NR_125751
ENST00000568137	NR_104657
ENST00000481799	NR_045211
ENST00000602048	NR_132382
ENST00000420149	NR_001525
ENST00000420149	NR_002177
ENST00000420149	NR_002178
ENST00000512294	NR_038877
ENST00000443196	NR_046420
ENST00000490497	NR_125399
ENST00000638094	NR_039705
ENST00000424837	NR_135522
ENST00000471496	NR_038302
ENST00000504332	NR_125385
ENST00000385055	NR_029518
ENST00000385231	NR_029832
ENST00000602536	NR_024062
ENST00000563192	NR_132114
ENST00000508587	NR_134306
ENST00000369123	NR_046407
ENST00000637719	NR_103829
ENST00000424094	NR_002785
ENST00000419852	NR_133907
ENST00000485512	NR_126056
ENST00000543475	NR_024007
ENST00000564352	NR_120684
ENST00000534909	NR_029385
ENST00000630965	NR_135253
ENST00000526254	NR_120444
ENST00000436568	NR_001525
ENST00000436568	NR_002177
ENST00000436568	NR_002178
ENST00000461019	NR_027040
ENST00000622372	NR_037183
ENST00000431737	NR_038268
ENST00000635449	NR_109833
ENST00000524966	NR_135099
ENST00000425901	NR_033753
ENST00000461692	NR_033384
ENST00000588117	NR_024335
ENST00000588838	NR_110321
ENST00000503018	NR_003254
ENST00000619407	NR_120423
ENST00000620712	NR_136535
ENST00000558913	NR_033833
ENST00000419786	NR_110222
ENST00000633756	NR_024178
ENST00000513638	NR_003133
ENST00000418665	NR_110871
ENST00000510317	NR_125724
ENST00000441906	NR_001526
ENST00000441906	NR_002179
ENST00000441906	NR_002180
ENST00000435813	NR_120642
ENST00000498671	NR_002778
ENST00000381800	NR_024061
ENST00000631041	NR_110592
ENST00000413356	NR_033922
ENST00000385220	NR_029837
ENST00000421599	NR_003239
ENST00000633579	NR_038378
ENST00000447860	NR_120624
ENST00000610912	NR_107001
ENST00000476232	NR_037167
ENST00000542466	NR_027032
ENST00000604453	NR_046222
ENST00000433126	NR_024470
ENST00000459803	NR_024241
ENST00000625713	NR_027435
ENST00000412730	NR_038407
ENST00000448744	NR_033376
ENST00000453180	NR_046390
ENST00000602666	NR_134873
ENST00000627560	NR_132380
ENST00000612313	NR_135813
ENST00000632787	NR_026806
ENST00000446144	NR_027411
ENST00000446144	NR_033350
ENST00000433519	NR_046711
ENST00000501169	NR_038251
ENST00000444169	NR_001574
ENST00000584351	NR_047539
ENST00000583719	NR_047533
ENST00000580467	NR_047540
ENST00000454152	NR_108055
ENST00000454152	NR_108056
ENST00000568689	NR_136650
ENST00000568689	NR_136651
ENST00000447297	NR_131944
ENST00000429539	NR_120636
ENST00000250776	NR_003589
ENST00000250776	NR_001538
ENST00000428597	NR_003529
ENST00000418663	NR_029411
ENST00000443419	NR_110286
ENST00000483544	NR_029451
ENST00000424349	NR_046252
ENST00000424349	NR_046253
ENST00000531845	NR_134958
ENST00000531845	NR_134959
ENST00000397787	NR_028082
ENST00000561122	NR_015419
ENST00000485206	NR_027498
ENST00000418344	NR_046088
ENST00000401264	NR_030760
ENST00000532280	NR_023917
ENST00000542219	NR_110063
ENST00000461596	NR_028501
ENST00000514042	NR_109930
ENST00000587660	NR_132985
ENST00000521862	NR_002734
ENST00000417262	NR_046325
ENST00000425295	NR_046326
ENST00000436659	NR_033557
ENST00000413603	NR_040253
ENST00000385193	NR_030362
ENST00000518418	NR_027110
ENST00000565692	NR_135055
ENST00000547179	NR_033855
ENST00000522627	NR_109891
ENST00000515337	NR_037889
ENST00000630404	NR_045388
ENST00000421767	NR_026873
ENST00000359760	NR_027906
ENST00000419069	NR_038872
ENST00000552712	NR_135041
ENST00000442839	NR_038828
ENST00000549330	NR_110033
ENST00000382470	NR_027279
ENST00000629592	NR_024182
ENST00000627606	NR_024184
ENST00000442515	NR_033986
ENST00000585899	NR_136415
ENST00000546821	NR_110048
ENST00000550337	NR_110042
ENST00000417324	NR_026822
ENST00000417324	NR_026820
ENST00000417324	NR_026818
ENST00000440496	NR_038988
ENST00000452714	NR_103806
ENST00000579335	NR_037425
ENST00000632006	NR_126345
ENST00000398377	NR_002195
ENST00000398377	NR_001555
ENST00000550185	NR_110103
ENST00000630920	NR_109834
